geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
6365,-23.55590282344068,-46.845351487073366,carapicuíba,SP
6540,-23.45999953873564,-46.879733658501294,santana de parnaiba,SP
6540,-23.46043937433122,-46.88105230054368,santana de parnaíba,SP
6540,-23.45723248304541,-46.87929551977079,santana de parnaiba,SP
6528,-23.40706624646544,-46.89669664377628,santana de parnaíba,SP
6528,-23.40840986594724,-46.89976402039932,santana de parnaiba,SP
6528,-23.408956728836063,-46.9028622253736,santana de parnaiba,SP
6606,-23.531476079445984,-46.90740942248553,jandira,SP
6606,-23.53383275262449,-46.9065915881604,jandira,SP
6606,-23.529913638276497,-46.9072815881595,jandira,SP
6696,-23.52675976321213,-46.94317674153119,itapevi,SP
6696,-23.52494286743845,-46.94084234599607,itapevi,SP
6696,-23.523510485140797,-46.936564932692114,itapevi,SP
6705,-23.59181277854835,-46.880646415247824,cotia,SP
6705,-23.587947503983944,-46.8805698416708,cotia,SP
6765,-23.623297507355577,-46.769556898983055,taboao da serra,SP
6704,-23.566410360148463,-46.92207458901101,cotia,SP
6783,-23.629611017485143,-46.78773145475794,taboao da serra,SP
6765,-23.626037011656763,-46.77091126103638,taboao da serra,SP
6704,-23.574185762061777,-46.90628315307941,cotia,SP
6705,-23.5833470394391,-46.90437022888377,cotia,SP
6708,-23.58516238605811,-46.8418149476888,cotia,SP
6765,-23.614331051399017,-46.78001178269458,taboao da serra,SP
6780,-23.617823004822213,-46.79358236394467,taboao da serra,SP
6783,-23.62980938412487,-46.78521747377229,taboao da serra,SP
6783,-23.63222020833735,-46.78287966761813,taboao da serra,SP
6780,-23.62500657480425,-46.79024180171386,taboão da serra,SP
6780,-23.62101024620596,-46.793560927488784,taboao da serra,SP
6704,-23.584386267845712,-46.91816188496158,cotia,SP
6708,-23.59020351679265,-46.84055250721335,cotia,SP
6708,-23.594814754371285,-46.85164856924808,cotia,SP
6793,-23.619672721933625,-46.81016057837504,taboao da serra,SP
6793,-23.607693000000005,-46.75265774999998,taboao da serra,SP
6793,-23.607693000000005,-46.75265774999998,taboao da serra,SP
6871,-23.72033746105922,-46.85362208015704,itapecerica da serra,SP
6816,-23.645106,-46.83806297056964,embu das artes,SP
6871,-23.719915707744235,-46.8514216054591,itapecerica da serra,SP
6853,-23.68913659838998,-46.85084778934157,itapecerica da serra,SP
6871,-23.722070416873454,-46.85208344991049,itapecerica da serra,SP
6816,-23.643327945670983,-46.81491747944389,embu das artes,SP
6853,-23.690744215282084,-46.8509910886968,itapecerica da serra,SP
6816,-23.640419294417825,-46.8141167396778,embu das artes,SP
6853,-23.68964373105776,-46.85882115015292,itapecerica da serra,SP
7044,-23.48032754593456,-46.55338010352588,guarulhos,SP
7031,-23.496488565250488,-46.54671310832206,guarulhos,SP
7032,-23.50542926894224,-46.54869177407812,guarulhos,SP
7032,-23.506658717179292,-46.554554954757926,guarulhos,SP
7032,-23.50578430252754,-46.55651225575625,guarulhos,SP
7031,-23.49189491395926,-46.54629394463038,guarulhos,SP
7044,-23.480617159587982,-46.55515107077729,guarulhos,SP
7031,-23.49189491395926,-46.54629394463038,guarulhos,SP
7044,-23.4818963119626,-46.55310286372554,guarulhos,SP
7133,-23.44007914793122,-46.51144923980033,guarulhos,SP
7197,-23.46307610751172,-46.51553610303015,guarulhos,SP
7112,-23.465304114698757,-46.51148732089968,guarulhos,SP
7133,-23.432493991949915,-46.5096378090484,guarulhos,SP
7140,-23.42207596280801,-46.49318406994056,guarulhos,SP
7197,-23.46003410713256,-46.51406044463039,guarulhos,SP
7133,-23.43777727477061,-46.51328605176295,guarulhos,SP
7140,-23.421413095475785,-46.49321015306711,guarulhos,SP
7197,-23.457768873160603,-46.51550493949449,guarulhos,SP
7140,-23.43611499916328,-46.504207807519215,guarulhos,SP
7192,-23.451856155981304,-46.50616235789715,guarulhos,SP
7112,-23.4691332850424,-46.51821603497029,guarulhos,SP
7183,-23.44549010713256,-46.45827561587512,guarulhos,SP
7183,-23.444980177073123,-46.4567312828207,guarulhos,SP
7183,-23.437560771856425,-46.46359584179701,guarulhos,SP
7192,-23.45350810130417,-46.5039500605055,guarulhos,SP
7192,-23.453049017485142,-46.50298769969416,guarulhos,SP
7112,-23.47061953205609,-46.52050600069248,guarulhos,SP
7400,-23.39888374540156,-46.32526700508771,aruja,SP
7400,-23.400028215101838,-46.32261289508914,aruja,SP
7411,-23.40112949486411,-46.34138851387846,aruja,SP
7411,-23.404941848573337,-46.33830104678721,aruja,SP
7411,-23.40754074271452,-46.34120434401871,aruja,SP
7400,-23.388896250332916,-46.314986462183576,arujá,SP
7600,-23.323581622627877,-46.571516434161296,mairipora,SP
7600,-23.319351000000005,-46.58600924999999,mairipora,SP
7600,-23.321862925803117,-46.58817474672198,mairiporã,SP
7790,-23.406238298215783,-46.84102497498486,cajamar,SP
7790,-23.406516084950905,-46.84254171963375,cajamar,SP
7790,-23.407445520342943,-46.844725276139386,cajamar,SP
7990,-23.27750633679461,-46.73842567413335,francisco morato,SP
7990,-23.276699136753177,-46.738822947339735,francisco morato,SP
7990,-23.283749496620487,-46.74079047479769,francisco morato,SP
8190,-23.48870639938831,-46.395040133360254,sao paulo,SP
8190,-23.489063392174952,-46.396342293784976,sao paulo,SP
8190,-23.491507442408675,-46.39786987330483,sao paulo,SP
8290,-23.551013388568272,-46.44848890729416,sao paulo,SP
8290,-23.56087165805877,-46.4506999200761,sao paulo,SP
8290,-23.55752860283338,-46.45552648765075,sao paulo,SP
8280,-23.56180201082004,-46.47968149264242,sao paulo,SP
8250,-23.539824031911863,-46.434679443937874,sao paulo,SP
8280,-23.564780193173288,-46.47673294463039,sao paulo,SP
8280,-23.564656614359794,-46.46887665294733,sao paulo,SP
8250,-23.540586956979624,-46.43782555176293,sao paulo,SP
8250,-23.539927924231048,-46.43487410713254,sao paulo,SP
8340,-23.618298375246354,-46.45852502641048,sao paulo,SP
8340,-23.602954451583944,-46.46043730362405,são paulo,SP
8340,-23.60133979655493,-46.46200727906979,são paulo,SP
8450,-23.539390973628056,-46.40558766694557,sao paulo,SP
8421,-23.569179969298748,-46.41940490115958,sao paulo,SP
8451,-23.542061405505155,-46.39838470191586,sao paulo,SP
8450,-23.547956699694154,-46.38960657438397,sao paulo,SP
8450,-23.54404948275222,-46.407809676960895,sao paulo,SP
8421,-23.562772616711847,-46.422742966414695,sao paulo,SP
8421,-23.563454764786,-46.42377025247768,sao paulo,SP
8431,-23.525436666945577,-46.413071696087485,sao paulo,SP
8431,-23.536889633360264,-46.4167077850424,sao paulo,SP
8431,-23.52560580183505,-46.41440124424374,sao paulo,SP
8451,-23.543985656673787,-46.39132562683941,sao paulo,SP
8451,-23.543728889809028,-46.39596616403139,sao paulo,SP
8577,-23.48262344063541,-46.37448952833195,itaquaquecetuba,SP
8530,-23.535776999999943,-46.37282749999997,ferraz de vasconcelos,SP
8577,-23.48988814879191,-46.37265745864769,itaquaquecetuba,SP
8577,-23.483042264282695,-46.37493447931138,itaquaquecetuba,SP
8510,-23.55835160395378,-46.36234960033054,ferraz de vasconcelos,SP
8530,-23.53682016910077,-46.36681355662302,ferraz de vasconcelos,SP
8583,-23.43567309991361,-46.38032799842931,itaquaquecetuba,SP
8530,-23.53721598029316,-46.36528227254892,ferraz de vasconcelos,SP
8583,-23.43573306531066,-46.3805613642141,itaquaquecetuba,SP
8583,-23.435923096015863,-46.38447437194879,itaquaquecetuba,SP
8541,-23.52145430890418,-46.37456588259565,ferraz de vasconcelos,SP
8541,-23.517898431543223,-46.37254866310949,ferraz de vasconcelos,SP
8541,-23.52270288191583,-46.37456666886768,ferraz de vasconcelos,SP
8510,-23.56170691465189,-46.35731728467749,ferraz de vasconcelos,SP
8673,-23.54646763188849,-46.31743880609893,suzano,SP
8673,-23.54646763188849,-46.31743880609893,suzano,SP
8673,-23.540396467804207,-46.31755900865336,suzano,SP
8832,-23.516913648399584,-46.10417245526518,mogi das cruzes,SP
9015,-23.665703457960586,-46.51808196779969,santo andre,SP
9015,-23.65791224508045,-46.52088020260834,santo andre,SP
9015,-23.664828709677472,-46.51630945420966,santo andre,SP
9171,-23.70007597807146,-46.512702481822366,santo andre,SP
9171,-23.701192742166267,-46.50855382682201,santo andre,SP
9171,-23.700063706118183,-46.51161860739928,santo andre,SP
9230,-23.61571809769749,-46.53118432278263,santo andre,SP
9290,-23.64309058728148,-46.51261568180499,santo andre,SP
9230,-23.6255763985516,-46.52950241756594,santo andre,SP
9290,-23.769330912024,-46.46558703122672,santo andre,SP
9230,-23.61518725114148,-46.52230328196342,santo andre,SP
9290,-23.65254762979276,-46.501404116645006,santo andre,SP
9350,-23.68011442853022,-46.4524537436668,maua,SP
9350,-23.675223189853284,-46.44103830326542,maua,SP
9371,-23.66930462115525,-46.48159847045406,maua,SP
9371,-23.66598191950101,-46.47570497811254,mauá,SP
9371,-23.667159745373223,-46.47982841382458,maua,SP
9350,-23.685711937077315,-46.44479631574056,mauá,SP
9321,-23.64642952510253,-46.433690298084144,maua,SP
9390,-23.65852158573596,-46.45154258453908,maua,SP
9321,-23.651622643855347,-46.43179991339321,maua,SP
9390,-23.649491115471093,-46.44647339884004,maua,SP
9321,-23.643941447688803,-46.44300534026778,maua,SP
9390,-23.65667120009819,-46.45200588317258,maua,SP
9416,-23.73407261059953,-46.44241000920845,ribeirao pires,SP
9415,-23.75156370006625,-46.44223090761778,ribeirao pires,SP
9415,-23.75768808237371,-46.44203013785093,ribeirao pires,SP
9434,-23.657379641968312,-46.37402022795534,ribeirao pires,SP
9434,-23.65979013896073,-46.369296033653946,ribeirão pires,SP
9434,-23.664361967796992,-46.3696827935937,ribeirao pires,SP
9415,-23.75904026894223,-46.44451120038665,ribeirao pires,SP
9416,-23.73610169431168,-46.44166577625721,ribeirao pires,SP
9416,-23.74401903209743,-46.45221001580783,ribeirao pires,SP
9560,-23.626053031363607,-46.554888478215695,sao caetano do sul,SP
9560,-23.62983908742571,-46.55387481043338,sao caetano do sul,SP
9540,-23.625773999999996,-46.56855299278663,sao caetano do sul,SP
9540,-23.62995141167535,-46.56349130212278,sao caetano do sul,SP
9530,-23.61776447100232,-46.574964586733216,sao caetano do sul,SP
9560,-23.62995075035213,-46.55251994719388,são caetano do sul,SP
9530,-23.621077380881,-46.578646724225365,sao caetano do sul,SP
9540,-23.62477541909516,-46.56864996003806,sao caetano do sul,SP
9530,-23.6169952519957,-46.575475781941655,são caetano do sul,SP
9619,-23.66594814120814,-46.56326420731818,sao bernardo do campo,SP
9619,-23.66604595061764,-46.56322977872625,sao bernardo do campo,SP
9691,-23.66967527586777,-46.588902340056265,sao bernardo do campo,SP
9619,-23.666282488458805,-46.56460097155059,sao bernardo do campo,SP
9691,-23.671331928917137,-46.58503875013077,sao bernardo do campo,SP
9691,-23.669873809625333,-46.58834447406073,sao bernardo do campo,SP
9661,-23.658965580904837,-46.59704298946843,sao bernardo do campo,SP
9661,-23.660936947544567,-46.59617399552794,sao bernardo do campo,SP
9628,-23.66148702746846,-46.56416174311855,sao bernardo do campo,SP
9661,-23.66261007799065,-46.596232989468426,sao bernardo do campo,SP
9628,-23.66148702746846,-46.56416174311855,sao bernardo do campo,SP
9628,-23.660199240088787,-46.56568437731553,sao bernardo do campo,SP
9780,-23.71688471949829,-46.54199108267673,sao bernardo do campo,SP
9750,-23.688917125468198,-46.552552123595405,sao bernardo do campo,SP
9751,-23.693028139881143,-46.54695362280001,sao bernardo do campo,SP
9715,-23.71457923606073,-46.54581156219319,são bernardo do campo,SP
9720,-23.71933860892157,-46.5517479343586,sao bernardo do campo,SP
9715,-23.719060962230994,-46.54459211961032,sao bernardo do campo,SP
9725,-23.699353075768943,-46.5600310818858,sao bernardo do campo,SP
9750,-23.6855765211902,-46.550598331462254,sao bernardo do campo,SP
9780,-23.71751397310845,-46.53807028971694,sao bernardo do campo,SP
9750,-23.69493072331144,-46.55402420835774,sao bernardo do campo,SP
9715,-23.719060962230994,-46.54459211961032,sao bernardo do campo,SP
9725,-23.701611332739063,-46.55577580848757,sao bernardo do campo,SP
9725,-23.69833596058631,-46.55874922107444,sao bernardo do campo,SP
9720,-23.71822274916581,-46.55358758458623,sao bernardo do campo,SP
9751,-23.693233703041034,-46.545718718996966,sao bernardo do campo,SP
9751,-23.69354148268775,-46.53867119608748,são bernardo do campo,SP
9780,-23.71341277214488,-46.53793955715862,sao bernardo do campo,SP
9720,-23.714563485140584,-46.55473186372555,são bernardo do campo,SP
9961,-23.716539426075457,-46.60164008391423,diadema,SP
9961,-23.70793389898428,-46.59645187287214,diadema,SP
9961,-23.70456376827278,-46.60425249483281,diadema,SP
9951,-23.69007059755325,-46.59995236023442,diadema,SP
9951,-23.685732346427592,-46.58719463596568,diadema,SP
9951,-23.68752846932889,-46.58637281597331,diadema,SP
9921,-23.68126777542048,-46.612177805125086,diadema,SP
9921,-23.675617613105164,-46.610289445871125,diadema,SP
9921,-23.67934249114948,-46.61198545810219,diadema,SP
11065,-23.9678895545329,-46.34412123980033,santos,SP
11065,-23.966295653067107,-46.34720400721336,santos,SP
11065,-23.966403034970284,-46.33774975243805,santos,SP
11010,-23.93465945090488,-46.331065142884974,santos,SP
11010,-23.932592967539872,-46.33563505121467,santos,SP
11010,-23.93159725088341,-46.33437817682823,santos,SP
11320,-23.97242519856393,-46.371264531333615,sao vicente,SP
11320,-23.968475254405902,-46.37155122893048,sao vicente,SP
11320,-23.965605965311163,-46.37905893696623,sao vicente,SP
11431,-23.99777832361936,-46.2767638411045,guaruja,SP
11431,-23.9914930022217,-46.286132725921874,guaruja,SP
11431,-24.000130969711872,-46.277354204917785,guaruja,SP
11701,-24.011288218359883,-46.41873374429398,praia grande,SP
11701,-24.00774226672053,-46.42534066556061,praia grande,SP
11750,-24.30942886354128,-46.991091315656,peruibe,SP
11704,-24.026786758814687,-46.49304889148245,praia grande,SP
11704,-24.03077309908247,-46.48748488550985,praia grande,SP
11750,-24.312870791957515,-46.98893173945414,peruibe,SP
11750,-24.321527937272798,-46.99440396058632,peruibe,SP
11701,-24.00422564168949,-46.42307684011693,praia grande,SP
11704,-24.024494170103203,-46.47420520705672,praia grande,SP
11930,-24.72923631512427,-47.8751448746274,pariquera-acu,SP
11900,-24.49203032806276,-47.83413137913321,registro,SP
11900,-24.522617510299327,-47.84780154192998,registro,SP
11930,-24.71540048734256,-47.88472208001738,pariquera-acu,SP
11900,-24.516397101733723,-47.81836813569933,registro,SP
11930,-24.70630417224037,-47.8894951324347,pariquera-acu,SP
12243,-23.201781118789317,-45.89567007799064,sao jose dos campos,SP
12246,-23.221587583126546,-45.90665169219235,sao jose dos campos,SP
12246,-23.223343368313174,-45.90949163641868,sao jose dos campos,SP
12243,-23.20853446073054,-45.90036526464305,sao jose dos campos,SP
12243,-23.201436896630543,-45.893600980680034,sao jose dos campos,SP
12216,-23.201181199001663,-45.88358210352587,sao jose dos campos,SP
12246,-23.249075613680144,-45.887194913556655,sao jose dos campos,SP
12233,-23.23724961587513,-45.88082955926476,sao jose dos campos,SP
12233,-23.259922949261775,-45.88708191609124,sao jose dos campos,SP
12233,-23.250007288649083,-45.8888227076,sao jose dos campos,SP
12216,-23.192831999999942,-45.87107749999996,sao jose dos campos,SP
12216,-23.19487194699631,-45.88073235247282,sao jose dos campos,SP
12328,-23.28798077892242,-45.9570349350898,jacarei,SP
12327,-23.29818595956356,-45.974828011182304,jacarei,SP
12328,-23.28996289924409,-45.96541122398862,jacarei,SP
12327,-23.30432178573488,-45.97717112378096,jacarei,SP
12327,-23.299553439666305,-45.9668671876339,jacarei,SP
12308,-23.30139631473257,-45.96172658840667,jacarei,SP
12328,-23.295820650630382,-45.96529241823083,jacarei,SP
12308,-23.30441669969416,-45.965922951843744,jacareí,SP
12308,-23.302225215101835,-45.959958021091815,jacarei,SP
12701,-22.577927804605014,-44.95825089647411,cruzeiro,SP
12701,-22.577450868185096,-44.957813155930126,cruzeiro,SP
12701,-22.57855504369541,-44.96410095617349,cruzeiro,SP
12940,-23.112774381969185,-46.5488845105504,atibaia,SP
12954,-23.098863635889412,-46.54789512763439,atibaia,SP
12940,-23.116930993623352,-46.55396439133822,atibaia,SP
12940,-23.11114432944774,-46.546011350683806,atibaia,SP
12954,-23.034284639875214,-46.54102832982555,atibaia,SP
12954,-23.144221520691108,-46.58799183784505,atibaia,SP
12924,-23.01778836599993,-46.52244499999995,braganca paulista,SP
12924,-22.86349714144556,-46.53067733881425,braganca paulista,SP
12924,-22.8623683672858,-46.527710771945934,braganca paulista,SP
13070,-22.895876357204664,-47.0791850342778,campinas,SP
13045,-22.92841942957608,-47.03706900304376,campinas,SP
13091,-22.86623673772286,-47.02516561962605,campinas,SP
13087,-22.85275770752771,-47.05510214136723,campinas,SP
13091,-22.87930399783197,-47.03845866397305,campinas,SP
13058,-22.950289907294163,-47.182224818627695,campinas,SP
13044,-22.95282064788205,-47.02865383550558,campinas,SP
13070,-22.884723941354903,-47.076555310574605,campinas,SP
13044,-22.949418363581312,-47.031132425760255,campinas,SP
13043,-22.933200411915568,-47.04106490766075,campinas,SP
13087,-22.854677050233725,-47.051945774770616,campinas,SP
13070,-22.892501694730647,-47.07800185789511,campinas,SP
13087,-22.86609046378896,-47.06142305245541,campinas,SP
13044,-22.93855651650419,-47.04276989731084,campinas,SP
13058,-22.96261345268047,-47.19717553719198,campinas,SP
13058,-22.95592454593455,-47.19254292630851,campinas,SP
13091,-22.87229447100232,-47.025062832361925,campinas,SP
13045,-22.92944334795276,-47.03495366958973,campinas,SP
13013,-22.91123520843672,-47.05819755314793,campinas,SP
13013,-22.901984070294223,-47.06960203325825,campinas,SP
13013,-22.905819345547904,-47.06836915543305,campinas,SP
13045,-22.92841942957608,-47.03706900304376,campinas,SP
13043,-22.928951250080623,-47.044806425163806,campinas,SP
13043,-22.93630784881135,-47.039842334386734,campinas,SP
13186,-22.887514996879027,-47.19573904628551,hortolandia,SP
13186,-22.89042197115665,-47.19699372009866,hortolandia,SP
13186,-22.897489988156547,-47.19471440834186,hortolandia,SP
13170,-22.828654864562257,-47.267296160568925,sumare,SP
13170,-22.82462154470405,-47.264055877674345,sumaré,SP
13145,-22.73306060560335,-47.17829082930352,paulínia,SP
13171,-22.83415780460501,-47.27774968734491,sumare,SP
13145,-22.747226454733877,-47.17105239391846,paulinia,SP
13188,-22.894244007858305,-47.23358323658409,hortolândia,SP
13171,-22.82769241993188,-47.27395313794791,sumare,SP
13170,-22.829554218505667,-47.27079053657423,sumare,SP
13188,-22.89734423742944,-47.23206232662636,hortolandia,SP
13145,-22.747226454733877,-47.17105239391846,paulinia,SP
13183,-22.84130864526152,-47.21940877608377,hortolandia,SP
13188,-22.89094664892722,-47.231372588415134,hortolândia,SP
13171,-22.828938927765652,-47.26889282031284,sumare,SP
13101,-22.90081444463038,-46.99864279239999,campinas,SP
13183,-22.8578612702516,-47.200494053864624,hortolandia,SP
13183,-22.85612612670536,-47.20754870336727,hortolandia,SP
13101,-22.925809895925862,-47.02151521302435,campinas,SP
13101,-22.903329069008706,-46.9985528033878,campinas,SP
13283,-23.01011064782791,-46.98368633960173,vinhedo,SP
13208,-23.190172576172973,-46.891633311270105,jundiai,SP
13280,-23.035339717467757,-46.97157885039535,vinhedo,SP
13290,-23.08412527710581,-46.98121307089687,louveira,SP
13208,-23.196035935267226,-46.89470732504013,jundiai,SP
13270,-22.976619071841363,-47.01071509319301,valinhos,SP
13211,-23.179889672043977,-46.928510109318665,jundiai,SP
13206,-23.211714582578274,-46.8753760355472,jundiaí,SP
13280,-23.026569472100466,-46.98209836454457,vinhedo,SP
13211,-23.17301102723273,-46.92419739467024,jundiai,SP
13208,-23.19106445325738,-46.90183030099831,jundiaí,SP
13257,-22.995677703232374,-46.857106243157794,itatiba,SP
13232,-23.20706431353269,-46.760735214610754,campo limpo paulista,SP
13280,-23.01673123179273,-46.992580591655496,vinhedo,SP
13290,-23.080145200450907,-46.95778578779591,louveira,SP
13290,-23.10098502757524,-46.97750249999999,louveira,SP
13211,-23.19905481852097,-46.91435331828781,jundiai,SP
13206,-23.20743441062393,-46.881160114072365,jundiai,SP
13206,-23.21690693366611,-46.8756643097409,jundiai,SP
13270,-22.969095249181027,-46.99610951085402,valinhos,SP
13201,-23.192759454717024,-46.87833704570238,jundiai,SP
13201,-23.18158337913322,-46.88870256939229,jundiaí,SP
13232,-23.21438523122222,-46.76501501718525,campo limpo paulista,SP
13278,-23.00828704369726,-47.00919837209965,valinhos,SP
13223,-23.214642313163168,-46.80396377210217,varzea paulista,SP
13201,-23.18701392172089,-46.8896544790524,jundiai,SP
13223,-23.2157051799472,-46.80467371750572,varzea paulista,SP
13257,-22.99763368111134,-46.8500660517461,itatiba,SP
13232,-23.214913573259143,-46.7604232158094,campo limpo paulista,SP
13278,-23.01310147702969,-47.02058443524531,valinhos,SP
13278,-23.00932197237216,-47.021487472402,valinhos,SP
13283,-23.02518904948734,-46.963735440731575,vinhedo,SP
13270,-22.976447902368307,-47.00659596302574,valinhos,SP
13257,-22.994724976419132,-46.85117528850747,itatiba,SP
13283,-23.01600177097351,-46.97281627942983,vinhedo,SP
13223,-23.21179210819104,-46.81202369952627,varzea paulista,SP
13310,-23.27791979536116,-47.29777730942436,itu,SP
13380,-22.779754253242903,-47.295758177052605,nova odessa,SP
13346,-23.1144961851232,-47.22977576894223,indaiatuba,SP
13327,-23.175880576172972,-47.31592004954123,salto,SP
13324,-23.20591698084141,-47.307845865803,salto,SP
13301,-23.25803550268717,-47.29417635508712,itu,SP
13320,-23.198860047870664,-47.29334560811024,salto,SP
13310,-23.270813251640966,-47.31141243542847,itu,SP
13301,-23.251528948381296,-47.296270166685765,itu,SP
13324,-23.206255019158583,-47.30927660866177,salto,SP
13327,-23.18187693228112,-47.32153827047144,salto,SP
13324,-23.205244798776626,-47.30805287039063,salto,SP
13311,-23.26608248211083,-47.31279244463039,itu,SP
13320,-23.200740902014047,-47.30062526796129,salto,SP
13310,-23.287540773713783,-47.30456778724705,itu,SP
13301,-23.25397365834723,-47.29773967317797,itu,SP
13320,-23.204533808500155,-47.29646690536094,salto,SP
13311,-23.2611277374344,-47.315200729817015,itu,SP
13327,-23.18325157255603,-47.31164177626513,salto,SP
13311,-23.25789932555261,-47.31892078031055,itu,SP
13346,-23.124670742166256,-47.22962794976626,indaiatuba,SP
13346,-23.123957703343653,-47.227902540393416,indaiatuba,SP
13380,-22.77679374905404,-47.29345090449989,nova odessa,SP
13380,-22.784455055033384,-47.3147467731398,nova odessa,SP
13416,-22.715110444918835,-47.645625352213,piracicaba,SP
13419,-22.726257875353635,-47.63781138952056,piracicaba,SP
13453,-22.73579256527013,-47.41089508396748,santa barbara d'oeste,SP
13453,-22.741596994383052,-47.40184671543956,santa barbara d'oeste,SP
13411,-22.671447720100478,-47.68291776300415,piracicaba,SP
13401,-22.75658158673322,-47.6511707514571,piracicaba,SP
13481,-22.599254430886607,-47.37980963550319,limeira,SP
13453,-22.731871498010022,-47.40775051735636,santa barbara d'oeste,SP
13418,-22.72880404359728,-47.63173831975289,piracicaba,SP
13405,-22.71683928585045,-47.65736585405934,piracicaba,SP
13481,-22.59801656219816,-47.39727160848652,limeira,SP
13419,-22.725099386635037,-47.6450350453863,piracicaba,SP
13481,-22.60139017568815,-47.3993359679439,limeira,SP
13457,-22.768743804807222,-47.395682479228896,santa bárbara d'oeste,SP
13405,-22.710936940042743,-47.66300763087877,piracicaba,SP
13419,-22.73377846849216,-47.63934794061967,piracicaba,SP
13456,-22.75967282783305,-47.364736674563375,santa barbara d'oeste,SP
13456,-22.755485219267158,-47.36309596069621,santa barbara d'oeste,SP
13418,-22.7182424454671,-47.63064220191586,piracicaba,SP
13405,-22.69951228172417,-47.6657245999192,piracicaba,SP
13418,-22.7287090469155,-47.63187979032251,piracicaba,SP
13401,-22.749343732442743,-47.65397650943508,piracicaba,SP
13416,-22.71124658534824,-47.64666700637663,piracicaba,SP
13401,-22.745700147094496,-47.66527069747245,piracicaba,SP
13416,-22.71269517652486,-47.64551697126211,piracicaba,SP
13478,-22.737278419931872,-47.31266995989381,americana,SP
13478,-22.73784513775067,-47.3153219704865,americana,SP
13411,-22.67004851457095,-47.67963241326677,piracicaba,SP
13406,-22.68073272144369,-47.70099050140135,piracicaba,SP
13478,-22.7507169978434,-47.30547858741472,americana,SP
13411,-22.68148680293157,-47.68362375186112,piracicaba,SP
13457,-22.76774645443306,-47.39866604043143,santa barbara d oeste,SP
13456,-22.76122925325127,-47.36453316647031,santa barbara d'oeste,SP
13457,-22.763356961916863,-47.36163578658488,santa barbara d'oeste,SP
13432,-22.676453803284016,-47.770112916082496,piracicaba,SP
13406,-22.68117096237163,-47.70459234228532,piracicaba,SP
13406,-22.68073272144369,-47.70099050140135,piracicaba,SP
13432,-22.685599049108543,-47.77551213217684,piracicaba,SP
13432,-22.65798699999993,-47.76870605699997,piracicaba,SP
13505,-22.392256145058425,-47.55944968375016,rio claro,SP
13505,-22.377233073835704,-47.566020189710834,rio claro,SP
13505,-22.38183140383172,-47.56759251208943,rio claro,SP
13503,-22.404280214539902,-47.57843446971193,rio claro,SP
13568,-22.016967296150906,-47.85171546211552,sao carlos,SP
13503,-22.402557666716326,-47.57528148492521,rio claro,SP
13568,-22.002213456575603,-47.855502,sao carlos,SP
13568,-22.00410852899768,-47.85620013918864,sao carlos,SP
13503,-22.412161929589875,-47.57049268009264,rio claro,SP
13660,-21.858555070695942,-47.48403458197557,porto ferreira,SP
13660,-21.85802410946941,-47.45089890951482,porto ferreira,SP
13660,-21.85734338702371,-47.48243298547838,porto ferreira,SP
13630,-22.00660589921609,-47.42763984666532,pirassununga,SP
13630,-21.99498052753628,-47.43028384347642,pirassununga,SP
13630,-21.995365811709167,-47.427775551674856,pirassununga,SP
13760,-21.472572344386293,-46.74795423526378,tapiratiba,SP
13760,-21.472152293415945,-46.74920713314103,tapiratiba,SP
13760,-21.475546568213616,-46.7540438190936,tapiratiba,SP
13844,-22.382941116125448,-46.94664125419024,mogi-guacu,SP
13825,-22.61429565168213,-47.06761188787577,holambra,SP
13844,-22.38331487697203,-46.94812798833264,mogi-guacu,SP
13874,-21.96762672836732,-46.787603701128894,sao joao da boa vista,SP
13874,-21.96934717402716,-46.78591221896343,sao joao da boa vista,SP
13844,-22.38049984151139,-46.952964518892415,mogi guacu,SP
13825,-22.64096925865071,-47.05107843858292,holambra,SP
13874,-21.97492516402224,-46.76519282279006,sao joao da boa vista,SP
13846,-22.33932197651208,-46.954460413369226,mogi guaçu,SP
13846,-22.33756422025024,-46.95204193643374,mogi-guacu,SP
13846,-22.34699667118982,-46.953648330023455,mogi-guacu,SP
13825,-22.641167598389984,-47.05079554010618,holambra,SP
13920,-22.73824150585765,-46.8958585777586,pedreira,SP
13920,-22.73747302311109,-46.90526047688888,pedreira,SP
13930,-22.596440207291085,-46.71196868822353,serra negra,SP
13920,-22.740678596144093,-46.89445383280064,pedreira,SP
13930,-22.62234374770618,-46.71223521648682,serra negra,SP
13930,-22.609933668815927,-46.70209318847618,serra negra,SP
14020,-21.210104711049134,-47.80139005429387,ribeirao preto,SP
14050,-21.17121748495008,-47.81941847157649,ribeirao preto,SP
14095,-21.188764942887172,-47.76987064730896,ribeirao preto,SP
14085,-21.16850440882337,-47.79370519233655,ribeirao preto,SP
14095,-21.19214998612154,-47.77221533971953,ribeirao preto,SP
14020,-21.2087768104334,-47.80689386955393,ribeirao preto,SP
14050,-21.17070226113826,-47.81391542675223,ribeirao preto,SP
14079,-21.15613133316094,-47.74568764755373,ribeirao preto,SP
14020,-21.204992158202995,-47.80241777338562,ribeirao preto,SP
14095,-21.19035825229381,-47.77247512975359,ribeirao preto,SP
14050,-21.1748265,-47.82756149999999,ribeirao preto,SP
