order_id,payment_sequential,payment_type,payment_installments,payment_value
5bb8d2fbca419676d395687e28f5263b,1,boleto,1,87.38
99316aecfb3e31190e43714f7643a49b,1,credit_card,1,52.78
95de62498e177002f6ef1949e2e788ea,1,credit_card,1,54.11
f6806cb575dffe2dd24873502bc0b413,1,credit_card,2,160.8
6b751a27edaaa33537b2e893d7fd18ce,1,debit_card,1,45.0
5d1aca6ae03324b5398c241b3b402be7,1,credit_card,2,61.14
9682a979182968d8d0b1a356f8bb330e,1,credit_card,3,72.39
b5b0356c157cc9bfa4ec67e43d7abc09,1,credit_card,1,36.55
b68a52eb0d8bcd5f784a5f95b98a6cf6,1,credit_card,1,132.27
2282f08c7a3e5bc3e7b84bb444d6e1e6,1,credit_card,1,46.22
3d5857f4fdb1061d247dea2544782580,1,credit_card,3,349.57
73a12daa7a024fd6a3895ffcb1fc99cb,2,voucher,1,80.01
115cf7c242febcbed832ad6d631db40e,1,boleto,1,55.94
19cfcf45fc399af9d3e9d1d98638997b,1,credit_card,10,121.09
13cde3630a835cffb389eee14cbc0e1a,1,credit_card,2,69.85
ba8ebbd4a50913dea058ff7695922d95,1,credit_card,2,203.67
8b761bca5ade41b47694b0225c668b75,1,credit_card,2,92.57
cfd5d5311ae38742b4ecdbcf4c3662a7,1,credit_card,10,839.28
7bba6be8b33b014bb9523db5f992d070,1,credit_card,1,117.94
0eb43791d78d71f1098d5cb2b46e4c7b,1,credit_card,3,263.1
8c81595257edb72a9b20d995eaae0319,1,credit_card,3,148.28
19aeea45917083f03541b7d11afc8e2b,1,credit_card,8,132.6
573cdc3b8d7f43d865aba5fbbc888802,1,credit_card,3,153.14
9e711ba681b09da30750ac0fe7a0cc3b,1,boleto,1,46.69
374d4811c6f3657ec62ffec582801ccd,1,credit_card,1,69.54
e44411a5a41caaf23d52f1600d31d888,1,voucher,1,17.38
8c5c95d76d1bd802cde533288848d786,1,credit_card,7,71.04
6699d7eb202a80ad0dd024134fe5ed60,1,credit_card,1,36.69
4ed3b57567c08a15c71665d759230b6f,1,credit_card,3,73.15
e6d3b5b66f40a99ac01da49f4c543e36,1,credit_card,1,95.43
366446679f4ddbffb2d8934f1abef1f8,1,credit_card,1,267.38
53b48de8c162b1a00ace27c3c0a9b148,1,credit_card,1,40.17
f00c74caaa25430b1fa361c158e8996a,1,credit_card,3,162.29
5494d7febdfd2f93ebdb691782d56f02,1,boleto,1,214.13
896b228e1623e6b8f20f2b3782750d48,1,credit_card,2,36.96
662bf5e7e6b6350fd9e93fb5793f5c98,1,credit_card,2,125.94
7645406942825a748f5db38c177b0a5e,1,credit_card,10,122.4
fe2f8677aaa66d2344481c0925170245,1,credit_card,1,117.97
f29282bc8841ae8bcb88e357e9a32c57,1,credit_card,3,111.43
3b1bf20520476dc7b150dd52f521e525,1,boleto,1,70.04
51879b7474407f56048b6c36cc3e263c,1,credit_card,10,222.87
cb61ea5ecf3a762ee7460dc23d50fffd,1,credit_card,1,44.08
3eb08a4c95b522bed075ec059ad858ab,1,credit_card,3,224.51
1389d3b1fab26d87e40c382d11a8ac3c,1,credit_card,1,15.26
5b649740381032adc79831802d8d221a,1,boleto,1,251.24
ced669a0f18cc433701f1011449b80fe,1,boleto,1,42.51
dcfe9b5776f30f14bdb7c5505d269c08,1,credit_card,3,77.25
19dc396137b147d804b74b9e5bbb9875,1,boleto,1,35.0
8304f049f874798b19276d475a0b1851,1,credit_card,1,27.75
9c9036dccc18ec72597a1abafc18d3b4,1,credit_card,1,116.96
c7af2f59ff42f4410a1739111dbea489,1,credit_card,3,90.28
d8c441318d48082352e8592142db807c,1,credit_card,1,108.52
ea1857c97012fbeb3b4babd5892ebc7a,1,credit_card,7,170.29
44259226d73d340f929777553ecf199b,1,credit_card,5,322.17
38ac62af1b354671501c9bbfc55bf187,1,boleto,1,286.88
d61fb054800247ebeef5200e8bf9c9bd,1,credit_card,6,138.06
6c682aa3032d2639e12a64b3c2a907b7,1,credit_card,1,107.0
68be1c52f0c662cedbe21ca137ca77fe,1,credit_card,1,62.05
96c2e97254411b014e9c6497388ae8bb,1,credit_card,5,76.51
17b64a39e956f1ff14d42a2f76a37305,1,credit_card,2,371.19
0724cc371750e7fdfe769d2a8bdd5b92,1,credit_card,4,184.95
317c2c773295f70b67e5511ccd55f81c,1,credit_card,3,172.52
b48959225675859f01913fbd8cb4abe6,1,credit_card,2,208.55
132ab6f8e1c86c21b064ee8832129bb1,1,boleto,1,193.98
0589d8b975f21fea2ad626ea99527911,1,credit_card,3,227.3
0ea322b0cc5c5a359a4b83e2cae08390,1,credit_card,1,29.95
3a73a24fa6a0d8ffd462fb4bb62e66fc,2,voucher,1,50.0
717b5830932c155c67ba3232934a93c5,1,credit_card,5,159.08
c0cb48c270009fc128318b2f9eda3bec,1,credit_card,1,80.21
53fd3dd3b669e8e5e6bbf3d9e0403643,1,boleto,1,135.49
93d8685fec4218f06bf202723dc1da52,1,boleto,1,327.3
0f1c3e42f560452d091c6906f9accb48,1,credit_card,1,180.94
e35b8d9f66d207952c74878ee321a213,1,boleto,1,142.5
1389d3b1fab26d87e40c382d11a8ac3c,2,credit_card,4,41.9
8906cb0ae3ccbd4613940de05579b218,1,credit_card,1,171.4
ad0e80cb90ad456f01f1533e4cdc1f0d,1,credit_card,1,309.16
e62d530c9b5d79b0b222e5a4542d71be,1,credit_card,1,33.43
278ffae8d541775ba53338a54ee391a3,1,credit_card,2,57.82
ba16a6de753feb4dc0a6716cc3ddf951,1,credit_card,1,52.62
382fe4c08d9dc3aec94cd1aeca20b992,1,boleto,1,44.24
f2120851611e040d268c3be41ac51228,1,credit_card,1,47.68
5620e57611d71ee82bf1b40183f57bdf,1,credit_card,2,52.46
1527028c6f0d2ca7a42e5337dc2762e5,1,credit_card,4,47.05
ac21545a31cc2f10904bcc68254c1d11,1,boleto,1,193.2
578e93018456eabf67495ce86d6e6315,1,credit_card,2,139.59
31c97425f34d48507d57e56e0ec2986b,1,credit_card,6,62.79
2e4d78cc067d04eaaf791ecbfb2bc3ce,1,credit_card,5,98.53
e62c3201015050463bc2e3b6599a6bc5,1,credit_card,2,83.23
edc9fcd5f5ab3aa69901aa991026ee0c,1,credit_card,4,106.38
a5849d6f70582d4c5217bac6616a45fa,1,boleto,1,74.51
dfa1e5a290276c05629e2d4180ce6aff,1,credit_card,1,71.56
3caf6c286c8cde37ea9c0fb2da0e3169,1,boleto,1,179.76
0510f632b86f01064ebbde67deb63bb5,1,credit_card,6,113.67
636f0241ddc83a3b9e37a8088167bd45,1,credit_card,6,290.65
bedc87ce363e6bf8c8868b96b2213ae4,1,boleto,1,29.69
60218eecf87eaeb58657769f328f2726,1,credit_card,1,136.5
a711032f5b2df3b039238b1a273076b8,1,credit_card,6,171.75
c6c96aae858cf470816e5080de363e47,2,voucher,1,73.89
6f6785dde266434130a2aa8af06a52b7,1,credit_card,2,98.68
f7198d6fd9c02f8d7f7646b213376ddf,1,boleto,1,43.0
151137bf7ab537c1a2da6bba1368d87d,1,credit_card,3,150.34
023af4b88d12c9f3f56bcb55da0450c5,1,credit_card,10,213.74
c9abb9f3b4b71b87bfbc5645a02cf8cc,1,credit_card,3,185.8
f12ff3c8b8e4945b4d0331a56df6ef85,1,credit_card,4,211.81
29d3f2fc23b7f95b28dbe5e3ef783d93,1,credit_card,4,287.0
42fa07019d8252444a920c348dc8b011,1,credit_card,1,98.43
2d5a9031ce30f2732d18bb3722b887a4,1,credit_card,4,87.64
042649285cd08ef7c546445419b43407,1,credit_card,1,28.34
b8fba4dc6ff421731ed01f46c701084a,1,boleto,1,27.08
2790c1db6fab421570c3a789c96ffd46,1,boleto,1,81.72
00fc308dd7f0937682698becaa9dcc45,1,voucher,1,104.11
93881917b8e0f2bf11eec7abbbfe43ec,1,credit_card,6,674.7
b7c3462b308e3d9d375ba7d120ee0893,1,credit_card,4,89.29
8d23fb4e17833d8bf866d3ae3481a3cd,1,credit_card,2,252.38
d4e413e096efb5d9b209b28ac79c62b7,1,credit_card,1,41.84
c000556923c9e9f96eb1121213f153b0,1,credit_card,9,99.43
c263f74f0ce9f6d9e0f4608a22a67dfd,1,credit_card,1,70.53
