product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
8de310188938fc8abfe1aa7ee927ccd2,esporte_lazer,58.0,398.0,2.0,200.0,20.0,10.0,11.0
9ddc4249779322828f89d2a9c04f7ee1,automotivo,54.0,699.0,1.0,1277.0,30.0,25.0,27.0
4c1fdadeda244374699fdc31917e5b34,papelaria,55.0,202.0,8.0,9700.0,35.0,60.0,40.0
7bc637a5504e0cfdf08490124d681fd3,pet_shop,32.0,1920.0,2.0,300.0,18.0,9.0,13.0
808190a48d18d09af357796e2b30d932,brinquedos,58.0,409.0,5.0,1400.0,25.0,40.0,45.0
cd2c0529e45020c77a7c05b4ef2408fd,cama_mesa_banho,55.0,377.0,1.0,1000.0,32.0,17.0,52.0
bb50f2e236e5eea0100680137654686c,beleza_saude,60.0,2644.0,6.0,400.0,34.0,4.0,22.0
73fdc89a7474d12e91ebb4a38341fd84,automotivo,54.0,2069.0,1.0,4850.0,40.0,25.0,30.0
462ca84097e3116f8dc7642fb057b4b2,informatica_acessorios,32.0,1078.0,2.0,200.0,39.0,2.0,30.0
3c5b70965b3d63c66a18dd46881a58c9,utilidades_domesticas,47.0,456.0,6.0,700.0,19.0,16.0,16.0
2c52e710fd7c065119722cad50607252,relogios_presentes,53.0,539.0,2.0,197.0,16.0,11.0,12.0
054515fd15bc1a2029f10de97ffa9120,esporte_lazer,50.0,799.0,1.0,150.0,18.0,18.0,18.0
940d38f0ef286bd93612fcdc91dd38ed,utilidades_domesticas,58.0,837.0,1.0,4300.0,30.0,30.0,30.0
03d10117bf5dbd1e4f194566be73de5a,cama_mesa_banho,53.0,255.0,1.0,2350.0,45.0,15.0,35.0
a0f27f57faa493eaa9d1609c45f7d16d,livros_interesse_geral,34.0,623.0,5.0,850.0,40.0,5.0,30.0
0f3f3612d3a594da318f0f7b175a9c14,relogios_presentes,55.0,1057.0,1.0,350.0,28.0,10.0,18.0
2f9c2888168b8c2d8e625905f3737057,telefonia,54.0,169.0,2.0,150.0,20.0,5.0,12.0
0af4dce351fbee7db329f93260f68142,utilidades_domesticas,29.0,201.0,2.0,20000.0,52.0,52.0,35.0
ba9943916136c9959e24f71bdae28faa,informatica_acessorios,46.0,669.0,3.0,200.0,35.0,2.0,25.0
c92a8559445ec8f63ecf90c7dd910b7d,,,,,1050.0,30.0,15.0,21.0
62d8daeee0db3a60c234c2d1bfd10651,cama_mesa_banho,46.0,113.0,1.0,350.0,40.0,4.0,30.0
b60f6bba923daf524e87691951512e1a,papelaria,47.0,530.0,8.0,600.0,30.0,40.0,11.0
d35825dd1741eee134506022d73f4e71,perfumaria,54.0,431.0,1.0,313.0,17.0,7.0,13.0
ee0324bc19887939d7d0fcfca68ee955,moveis_decoracao,35.0,306.0,1.0,2700.0,37.0,30.0,20.0
deff29051b7f3eb939ef8bf8ca0e85a2,beleza_saude,50.0,493.0,1.0,300.0,16.0,3.0,11.0
d9545b3e8df3155bca5b302d0f7c3c1c,informatica_acessorios,58.0,1672.0,2.0,4350.0,30.0,20.0,20.0
952670bc019a73f0933157ec82ff6e4f,cama_mesa_banho,46.0,162.0,5.0,3300.0,60.0,18.0,50.0
317a06884480d645d7f0bc82455ec277,informatica_acessorios,59.0,1926.0,5.0,650.0,25.0,11.0,15.0
70aa499facb0946dc40ff974166fd522,automotivo,58.0,1683.0,8.0,2700.0,46.0,16.0,25.0
ed2067a9c1f79553088a3c67b99a9f97,alimentos,52.0,919.0,1.0,750.0,16.0,12.0,15.0
9e4a852f41aff52bafff133d9deb5eee,papelaria,55.0,382.0,5.0,5700.0,38.0,30.0,28.0
7efd7d1a1a985eae9fecdb134fd657d3,cama_mesa_banho,55.0,2373.0,6.0,2750.0,30.0,20.0,26.0
56b81eaffe3c2e7e54f3bdf2a935164f,moveis_decoracao,56.0,296.0,3.0,1400.0,100.0,7.0,15.0
163e6400e6dadd0fe04775c5e9331fda,bebes,29.0,462.0,1.0,500.0,47.0,10.0,36.0
f0fd2799d9eb02ccb6efa890519a6c4d,moveis_decoracao,59.0,456.0,1.0,5200.0,60.0,40.0,45.0
f1b067568bb39768f754b0d1ab1abcf6,papelaria,54.0,241.0,4.0,3750.0,60.0,2.0,15.0
cadb69af336c16aba5c5223599821245,eletronicos,41.0,386.0,1.0,200.0,25.0,7.0,16.0
380b4664ba5bb18cc9db78ee6bac3558,relogios_presentes,44.0,322.0,4.0,250.0,16.0,2.0,11.0
ba4a91633739ceceb2b73b627e2cfbc3,moveis_escritorio,57.0,1296.0,1.0,8750.0,52.0,51.0,17.0
186fe07c8b8005ec6a498587ffbc1352,relogios_presentes,60.0,193.0,3.0,200.0,16.0,2.0,11.0
2b0c892ab2b8e600a0b186db31f5947d,esporte_lazer,49.0,903.0,5.0,4325.0,40.0,25.0,33.0
115e606ac8059e4cfa1c6c3310fb365c,informatica_acessorios,57.0,1525.0,4.0,285.0,17.0,10.0,13.0
525947dbe3304ac32bf51602f9557c12,cama_mesa_banho,60.0,236.0,1.0,2600.0,34.0,7.0,32.0
315274d6751133f612a67ccfa00c0522,instrumentos_musicais,30.0,599.0,2.0,350.0,17.0,7.0,11.0
100260bf9206d859dc8db128c8c5afc9,utilidades_domesticas,46.0,79.0,3.0,300.0,21.0,10.0,18.0
7041ae473941c8270e3a0f3cf73a379f,cama_mesa_banho,62.0,665.0,1.0,2400.0,42.0,11.0,36.0
6cdd53843498f92890544667809f1595,beleza_saude,51.0,625.0,1.0,900.0,25.0,12.0,38.0
64f905cf518f84bfe0fbcc33bf6f0e9a,esporte_lazer,26.0,303.0,1.0,983.0,28.0,15.0,29.0
ff9a23dcd6b233811bd2a7be174a8e4c,beleza_saude,53.0,841.0,1.0,150.0,20.0,10.0,20.0
ff4c1a248a5110d784de5c67a9106d67,pet_shop,60.0,590.0,3.0,1150.0,20.0,35.0,30.0
4256cf575577f02e6c98d452ad40fa63,moveis_decoracao,52.0,747.0,4.0,13200.0,40.0,60.0,40.0
db858d1d14f31fbf7f38036ac7a3fcf4,telefonia,51.0,1157.0,2.0,575.0,20.0,20.0,20.0
29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,54.0,995.0,1.0,4475.0,44.0,24.0,31.0
3b60d513e90300a4e9833e5cda1f1d61,,,,,450.0,20.0,12.0,15.0
1191e61a83c807323c6c1cb5eac9ff3c,telefonia,59.0,777.0,6.0,350.0,17.0,4.0,12.0
bf128711128b70eaa9e07df69e9a75e2,telefonia,61.0,992.0,1.0,600.0,23.0,6.0,15.0
9fc0c73ce4d0eaaead44e81eeefebeb0,esporte_lazer,57.0,1949.0,1.0,350.0,21.0,26.0,21.0
63de2743d05ab59d85caa49e49459ac1,beleza_saude,51.0,951.0,1.0,178.0,18.0,11.0,17.0
b1ab8c16165f6d66427b01ac9b26e141,beleza_saude,40.0,735.0,1.0,150.0,16.0,2.0,11.0
ee0c1cf2fbeae95205b4aa506f1469f0,perfumaria,44.0,334.0,1.0,200.0,16.0,16.0,13.0
542b3d80712d51eefe3a3cd1c5f4e8fe,cool_stuff,49.0,223.0,1.0,400.0,30.0,30.0,40.0
1e1a186a03f0d98268516827690d4fd2,bebes,60.0,1078.0,4.0,575.0,16.0,18.0,17.0
03e4e6709b7d6415746769c0bc3e9131,brinquedos,42.0,762.0,2.0,3890.0,36.0,28.0,36.0
b5a3bb1341d217322573b76c03d7b81e,cool_stuff,45.0,2066.0,1.0,1650.0,33.0,44.0,19.0
dc404a1496a08f9f5540c8b5d4b92925,brinquedos,46.0,753.0,2.0,1582.0,31.0,31.0,35.0
e9def91e99c8ecb7c5cef5e31506a056,brinquedos,34.0,867.0,2.0,500.0,19.0,11.0,20.0
0dce093fc7ec4dec214256df878e3c08,relogios_presentes,57.0,1049.0,3.0,200.0,16.0,6.0,11.0
9048cbd294fe0c1a3ec8c8248bc2cadd,instrumentos_musicais,63.0,927.0,9.0,7500.0,55.0,18.0,45.0
7e0dc102074f8285580c9777f79c90cf,ferramentas_jardim,60.0,1251.0,2.0,800.0,30.0,10.0,30.0
66fb81c8c95a92236d7858a4303dc0a4,instrumentos_musicais,53.0,638.0,3.0,250.0,16.0,6.0,11.0
15b0e8706bf37a95f2bb3665c4cc4c6c,fashion_underwear_e_moda_praia,55.0,487.0,3.0,250.0,17.0,9.0,27.0
1937b3e587fc766c8d1cef0c11c6aa53,esporte_lazer,44.0,1675.0,1.0,300.0,18.0,11.0,16.0
214182ef6dd2635420e172166e7ee047,utilidades_domesticas,43.0,965.0,1.0,650.0,16.0,17.0,11.0
c319f453652bff80bc8f9f71d87e56c1,bebes,46.0,715.0,6.0,260.0,24.0,19.0,20.0
3aa87ff048f23ae9ac589dd73c21d98c,,,,,950.0,30.0,30.0,20.0
d3d10495159bcc41173e3d26a273529a,artes,60.0,218.0,6.0,1200.0,39.0,12.0,12.0
a92930c327948861c015c919a0bcb4a8,relogios_presentes,59.0,319.0,4.0,250.0,16.0,2.0,20.0
28fb90993dc41cc9bd28407d44c581ca,esporte_lazer,21.0,604.0,1.0,8100.0,31.0,9.0,11.0
d51f9e208b88e49c98f6a55649d5df35,utilidades_domesticas,55.0,94.0,2.0,1200.0,21.0,21.0,21.0
abaefce0c17047c6829ff4078f2005d0,esporte_lazer,30.0,410.0,1.0,700.0,30.0,30.0,30.0
28fd1639ff52d870a3d2c38090d2d902,climatizacao,48.0,787.0,1.0,3573.0,50.0,58.0,32.0
7fda46e6f8996ebe3acf684cca0124c2,cama_mesa_banho,49.0,513.0,1.0,4825.0,51.0,16.0,36.0
2adbf3f442344a158c04cb59b8db107a,fashion_bolsas_e_acessorios,29.0,623.0,4.0,1300.0,42.0,42.0,14.0
8ae2a62356fe10b4261e16268508ddb5,malas_acessorios,47.0,397.0,1.0,4100.0,30.0,35.0,40.0
95561023115b71f8bbb280afc56b7bed,utilidades_domesticas,54.0,594.0,1.0,2650.0,39.0,17.0,39.0
22c7191da97262f0f39de80e1951dce2,automotivo,56.0,149.0,1.0,100.0,16.0,15.0,16.0
7bc37d0450ed1fb9e76f9c0305838c7c,esporte_lazer,56.0,1176.0,7.0,1300.0,51.0,9.0,20.0
e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,33.0,256.0,1.0,180.0,17.0,10.0,13.0
581de99ffa609d5f7b841f0d81df3f2f,bebes,49.0,509.0,1.0,13800.0,60.0,32.0,42.0
3552627a68384dc559f0fd4cce173269,fashion_bolsas_e_acessorios,31.0,203.0,4.0,150.0,18.0,9.0,11.0
31af99e01af722adb2067b365a311998,beleza_saude,58.0,698.0,6.0,425.0,24.0,16.0,14.0
15557c53492889a2b63e65df34a738ab,relogios_presentes,28.0,188.0,1.0,200.0,16.0,2.0,11.0
fb10a064e6f5151ebfffc589e166c917,audio,44.0,236.0,1.0,1742.0,17.0,11.0,17.0
56d45b2c27871322801134f57d1b9dfb,cama_mesa_banho,56.0,198.0,1.0,1800.0,35.0,20.0,30.0
e29639a91419ddf0c1d6c80fb3bae01f,perfumaria,55.0,273.0,1.0,650.0,17.0,17.0,12.0
c041a3fe1e9cf85721c1d1d054210279,relogios_presentes,58.0,574.0,2.0,300.0,16.0,11.0,12.0
089447f48055194b36dd135e1a353cff,automotivo,58.0,430.0,1.0,1050.0,34.0,10.0,34.0
d76dcd59eaef6fc632b11f0d48e107e2,brinquedos,46.0,1099.0,2.0,263.0,18.0,16.0,16.0
7ce94ab189134e2d3c05f496d635419c,eletronicos,39.0,400.0,1.0,200.0,25.0,7.0,16.0
27287c7af954c885df547dcf11fa77a6,beleza_saude,38.0,1218.0,1.0,275.0,32.0,4.0,22.0
a91c1a94d83d36316c44e00e738607b1,automotivo,57.0,2063.0,1.0,1500.0,30.0,25.0,30.0
27b8857ca0d1477e1ad34ffaba0b642c,eletronicos,54.0,560.0,3.0,150.0,16.0,4.0,11.0
5999995b8f64d769dbc6f592b86d6f8a,pet_shop,57.0,1283.0,5.0,1200.0,55.0,3.0,42.0
a0cb23ea9b98f51407ac7bd1fcd29c2e,telefonia,31.0,1440.0,1.0,100.0,18.0,6.0,11.0
3354a4e684f5e7199f9407db70ccd92b,cool_stuff,52.0,847.0,3.0,1200.0,42.0,25.0,15.0
17e7d9a179f3f2d61223252038276d35,papelaria,57.0,309.0,1.0,600.0,16.0,44.0,29.0
7340a3839a1de1e99d149b8cf052a2ec,cama_mesa_banho,56.0,536.0,1.0,800.0,45.0,15.0,35.0
0e2d365a247d105fefc31b17ab8706d9,perfumaria,35.0,503.0,1.0,430.0,21.0,11.0,17.0
67d9cf5b0dc7a0b9fb091efc68b14140,eletrodomesticos_2,51.0,502.0,2.0,17000.0,42.0,90.0,22.0
192fdd97f716a6c79db0fdb15fadd854,papelaria,55.0,455.0,5.0,500.0,21.0,7.0,15.0
c1dfd7dc17df380ed269d0fc905f6e22,utilidades_domesticas,53.0,413.0,2.0,600.0,16.0,16.0,16.0
87d780fa7d2cf3710aa02dc4ca8db985,cama_mesa_banho,57.0,189.0,1.0,1350.0,46.0,2.0,36.0
d76c049f36a5b4975aa3cf095a6fa499,informatica_acessorios,56.0,246.0,1.0,194.0,21.0,15.0,15.0
b6d96e7683a87fc151ea589ce97a330d,beleza_saude,18.0,180.0,4.0,150.0,21.0,4.0,16.0
4178e16324fd0c9a8e18463caf390cc6,cool_stuff,51.0,582.0,1.0,11600.0,65.0,19.0,47.0
c18ac1d6cc053c0ec7296b994ae6ffeb,relogios_presentes,54.0,237.0,1.0,550.0,16.0,2.0,11.0
72a30483855e2eafc67aee5dc2560482,esporte_lazer,43.0,869.0,1.0,967.0,21.0,24.0,19.0
10163fabc9375e9bb72a109272730c6b,cama_mesa_banho,56.0,258.0,1.0,400.0,45.0,15.0,35.0
dab2413ead0edda9967edbc9bda2a64e,telefonia,57.0,680.0,2.0,250.0,17.0,7.0,13.0
3e591cbf1cec40074c24a2ce372a5b62,,,,,1800.0,25.0,25.0,25.0
2b6726ab177dc4ec000e5fcfc6926cf2,esporte_lazer,43.0,1032.0,3.0,1100.0,16.0,12.0,12.0
d285360f29ac7fd97640bf0baef03de0,relogios_presentes,46.0,501.0,4.0,363.0,18.0,13.0,13.0
30cd699c7958f8352c9f479572eb66ad,informatica_acessorios,55.0,1183.0,1.0,100.0,16.0,16.0,11.0
af79ac70de9a79b9c1c85ee0880c7206,esporte_lazer,58.0,383.0,4.0,950.0,22.0,5.0,14.0
bd6e6fce9ada76ea2db0f1912e8e478f,cama_mesa_banho,49.0,381.0,1.0,850.0,25.0,18.0,40.0
3fca280b9c1738d8d7996c7373d3ecee,construcao_ferramentas_construcao,55.0,501.0,4.0,600.0,30.0,12.0,20.0
c784aabc6d8366b8fd85eaf9631cf96f,utilidades_domesticas,59.0,920.0,4.0,200.0,22.0,7.0,15.0
3e4176d545618ed02f382a3057de32b4,malas_acessorios,35.0,468.0,1.0,1200.0,40.0,22.0,30.0
fcf6ad274391aea29f5d6e5ef9da5050,pet_shop,51.0,1592.0,2.0,513.0,19.0,15.0,18.0
e41a6ac2f57a273eb0d214c7cbab5db9,moveis_escritorio,56.0,1085.0,1.0,8975.0,35.0,52.0,36.0
a9f480bfc49f0b85e8394e1cdf685b4e,brinquedos,33.0,69.0,4.0,5700.0,39.0,30.0,29.0
99563e23b641c8a43e04e528c10002e9,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0
753a7c03962394fbdf40fbe595048b89,cama_mesa_banho,59.0,278.0,1.0,450.0,16.0,20.0,15.0
6186e311c6a52e7438c538015e82cda4,automotivo,51.0,387.0,1.0,283.0,17.0,9.0,14.0
641a45900528e8324c4848dda4e0a3fa,utilidades_domesticas,55.0,303.0,1.0,250.0,30.0,30.0,30.0
6f3b5b605d91b7439c5e3f5a8dffeea7,relogios_presentes,35.0,640.0,1.0,335.0,17.0,11.0,16.0
672a21bf17c63f71edbe01ecb9b14814,pet_shop,34.0,761.0,1.0,6800.0,45.0,20.0,45.0
349ce46a0e2e20054aa9d80c48af8816,construcao_ferramentas_iluminacao,41.0,971.0,1.0,1300.0,16.0,19.0,16.0
4372c58b785f6a6e66899e62099b6ef2,pet_shop,55.0,922.0,3.0,900.0,20.0,20.0,20.0
090d6db6ad440d35cef0726b5a8bec14,utilidades_domesticas,19.0,97.0,1.0,7300.0,53.0,33.0,33.0
c19d5ba108c34b8255cf9a524da92bc4,informatica_acessorios,40.0,413.0,5.0,150.0,16.0,16.0,20.0
b59b5899ecf4bcc294a72fdd48adaa94,telefonia,55.0,419.0,3.0,225.0,17.0,6.0,13.0
774ea72f37a7fbf1fb32b973a18f2348,construcao_ferramentas_jardim,47.0,886.0,5.0,5050.0,40.0,16.0,50.0
cad2db5e318d7283a234c517b2f28a42,cama_mesa_banho,60.0,259.0,1.0,1600.0,30.0,5.0,30.0
89b121bee266dcd25688a1ba72eefb61,informatica_acessorios,54.0,1169.0,1.0,150.0,16.0,16.0,16.0
bf35317e81a1e1477a2256328bce9e9f,perfumaria,53.0,1580.0,2.0,300.0,16.0,10.0,20.0
4a25d757ff72fad7534f478c90be77e6,telefonia,59.0,751.0,6.0,275.0,18.0,4.0,12.0
980036ff323e235a27b7999d343a8990,cool_stuff,33.0,703.0,9.0,600.0,16.0,9.0,11.0
246bb3747799aedac65feef38ac9e734,consoles_games,54.0,1336.0,2.0,600.0,18.0,12.0,18.0
8b6ede776c9602a1db79d27547ff8253,informatica_acessorios,56.0,1105.0,2.0,400.0,16.0,2.0,20.0
b4fc7e84dcaf2fcf3edb234e30362929,esporte_lazer,55.0,3876.0,1.0,1300.0,22.0,27.0,22.0
a0adc3041e9917104f3fea4ba995adcb,informatica_acessorios,47.0,3650.0,3.0,5825.0,48.0,37.0,25.0
ed5122a6a757a4fea8f32a6fb95a5135,cama_mesa_banho,25.0,250.0,1.0,1938.0,48.0,11.0,41.0
adcbd0e9edf8b57778ef2a2aea870185,relogios_presentes,60.0,586.0,2.0,275.0,17.0,8.0,12.0
7c1e2b3fa0233e46fb3bcdcb9919a72f,papelaria,24.0,853.0,4.0,3150.0,53.0,4.0,43.0
b24af8bca8813bcde4140ff8562f5e47,telefonia,59.0,314.0,6.0,250.0,17.0,4.0,12.0
e940125d0a3c309f58f41cd21e39af06,eletronicos,55.0,287.0,3.0,10550.0,30.0,105.0,20.0
a009a84a95de59e574851aef710ee0f3,eletrodomesticos,60.0,953.0,3.0,100.0,30.0,10.0,15.0
ba230fc7bcaa2f503c46d73098caeb66,eletrodomesticos_2,58.0,722.0,1.0,18250.0,45.0,95.0,25.0
c389f712c4b4510bc997cee93e8b1a28,malas_acessorios,41.0,500.0,1.0,2965.0,41.0,27.0,34.0
73852ee3739732147010f2be732d597c,esporte_lazer,42.0,277.0,1.0,1147.0,25.0,21.0,19.0
651fe753ea1d6ad3d5744c1bffd3d6e1,beleza_saude,56.0,609.0,1.0,50.0,16.0,16.0,11.0
a01801e4d348c3375e43643085a6b576,eletrodomesticos,55.0,1855.0,1.0,350.0,16.0,20.0,11.0
c6e3c9a59b663e36a8b95b2dde81fa33,esporte_lazer,30.0,451.0,2.0,1300.0,30.0,10.0,25.0
fb29f48bfea41db52e349454f433340e,informatica_acessorios,59.0,690.0,1.0,300.0,39.0,9.0,20.0
972d4aba7eb9ba03a5b7950751f11f60,automotivo,58.0,238.0,1.0,150.0,16.0,10.0,16.0
c7a94c6dde9d81dc864941084dbdfe45,esporte_lazer,58.0,246.0,2.0,1100.0,60.0,15.0,15.0
d58020f0dc3b18e41728f846f5072a6c,telefonia,58.0,678.0,3.0,150.0,17.0,8.0,14.0
9f1c3e71d56894398a42b050b07f1baa,cool_stuff,25.0,176.0,1.0,163.0,17.0,11.0,13.0
0fce35c0b7338bda3e52e2389f0c0762,moveis_decoracao,61.0,157.0,9.0,3450.0,41.0,15.0,25.0
0c71252f37443403376d2008034a7240,pet_shop,41.0,947.0,1.0,156.0,18.0,10.0,14.0
3ddc568a05383c2f24b4d47d1b41f819,perfumaria,58.0,1145.0,1.0,400.0,18.0,15.0,15.0
3c0c25556095f68ed9d05df570c9c587,pet_shop,45.0,3110.0,5.0,1620.0,40.0,30.0,30.0
5d6bea33648f018dbb563f3a2fab09f3,moveis_decoracao,53.0,616.0,1.0,4000.0,30.0,35.0,30.0
437c05a395e9e47f9762e677a7068ce7,beleza_saude,40.0,409.0,1.0,1110.0,19.0,11.0,18.0
aede48631330269f65a8d680de491657,malas_acessorios,45.0,573.0,1.0,1400.0,48.0,10.0,33.0
b40bd352960044e281fa405937aac605,relogios_presentes,45.0,628.0,1.0,350.0,22.0,14.0,27.0
43d2e0df7224cb1c252c23cf36d597ad,bebes,41.0,449.0,2.0,1150.0,70.0,10.0,40.0
9b1689a9d895d266ce7134329b4e905c,esporte_lazer,60.0,576.0,2.0,2600.0,80.0,12.0,22.0
300469628605afcf5cc9759fb4cffc02,papelaria,58.0,205.0,3.0,250.0,24.0,7.0,14.0
ad88641611c35ebd59ecda07a9f17099,,,,,450.0,16.0,7.0,11.0
7da9810448a8f92f73339d58b1dd73a9,telefonia,49.0,346.0,5.0,100.0,19.0,3.0,11.0
41db6d8062fcd38410c699743ccc0265,telefonia,49.0,1438.0,2.0,125.0,19.0,5.0,11.0
4ce9ab528124f89e091b17d11aa2e97c,informatica_acessorios,54.0,222.0,3.0,500.0,36.0,5.0,15.0
0152f69b6cf919bcdaf117aa8c43e5a2,cama_mesa_banho,40.0,116.0,1.0,250.0,40.0,4.0,30.0
bfebe3af6798e21f14c80263db86b7a0,perfumaria,59.0,489.0,1.0,494.0,20.0,17.0,17.0
cac9e5692471a0700418aa3400b9b2b1,bebes,57.0,2440.0,1.0,375.0,29.0,14.0,20.0
3d3204ab08bb14fe5114502ad7809384,bebes,22.0,336.0,1.0,900.0,32.0,32.0,15.0
ba5fb4ab9cd70d201b74b5bad9d4ca00,telefonia,42.0,347.0,2.0,125.0,17.0,6.0,13.0
fd0c762860528d119344e1377b574fc5,alimentos,45.0,723.0,1.0,317.0,16.0,10.0,11.0
c0704b7b41d23540e8576c5e84484dcb,beleza_saude,38.0,2113.0,1.0,250.0,17.0,11.0,13.0
1af2a3ec7cecc4015321e562a26c9d1d,informatica_acessorios,60.0,266.0,2.0,150.0,40.0,2.0,24.0
1bbf3c5abc34eb8f1d884a7503b7764f,beleza_saude,50.0,2830.0,2.0,350.0,27.0,4.0,11.0
3dd2a17168ec895c781a9191c1e95ad7,informatica_acessorios,48.0,894.0,1.0,533.0,22.0,11.0,20.0
10070e29929f7c7d609ee3201f236b8e,casa_construcao,44.0,421.0,5.0,1250.0,23.0,30.0,15.0
e5a19f25b139394121110bbaab05087c,cool_stuff,49.0,527.0,4.0,3250.0,35.0,23.0,21.0
c8c073a1cae6a98799d7581958ede514,eletrodomesticos_2,43.0,1009.0,2.0,6025.0,32.0,35.0,35.0
afb2faf85bb85d4a5c466c8b7258f5ab,bebes,47.0,235.0,1.0,9400.0,75.0,15.0,50.0
7ada7bee4052075cf6310885da8c4392,papelaria,60.0,189.0,2.0,5550.0,28.0,55.0,37.0
5a848e4ab52fd5445cdc07aab1c40e48,,,,,400.0,20.0,12.0,15.0
e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59.0,874.0,1.0,525.0,16.0,16.0,18.0
a50acd33ba7a8da8e9db65094fa990a4,automotivo,53.0,555.0,1.0,4105.0,67.0,10.0,67.0
34eb0685663d60e57a9ca086c8e33423,fashion_calcados,55.0,344.0,3.0,1850.0,36.0,37.0,16.0
f8b624d4e475bb8d1bddf1b65c6a64f6,utilidades_domesticas,46.0,323.0,1.0,2841.0,40.0,23.0,26.0
372124d6931c4bc48dd0d56075ebee7c,cama_mesa_banho,58.0,58.0,1.0,50.0,20.0,2.0,15.0
70d01ae15a5d5ee38388b90c0470d9b0,brinquedos,60.0,789.0,2.0,850.0,35.0,6.0,37.0
4a2103f59fe65c15afb3cdcd24a7ff70,utilidades_domesticas,52.0,513.0,3.0,750.0,24.0,16.0,16.0
a8557b8cc2880e245f6e7b7dbb0cfb04,moveis_decoracao,32.0,950.0,1.0,600.0,20.0,56.0,20.0
7c5514c269002959274a50b996f04e82,papelaria,24.0,342.0,1.0,1300.0,20.0,49.0,33.0
e3ef50d542d4e6477fbcf202a02ef040,telefonia,51.0,622.0,2.0,350.0,17.0,4.0,12.0
389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0
34d6306314a47fe15c1efdbc23302020,informatica_acessorios,38.0,301.0,1.0,107.0,7.0,7.0,10.0
f775e44f7a8609df5fc7a00faa8b458e,fashion_calcados,57.0,404.0,4.0,1500.0,22.0,12.0,33.0
9219ce85918a5d26bca1a6fddf3a1402,papelaria,48.0,275.0,1.0,500.0,19.0,44.0,34.0
1b01cabd433131aec917576c347f0dbd,relogios_presentes,52.0,687.0,1.0,550.0,20.0,12.0,15.0
c4b5776ae19c3e9ee28323b38d41c72f,moveis_decoracao,27.0,212.0,2.0,10050.0,72.0,10.0,72.0
af6ab2d196af959df0ce35fc5ea50278,utilidades_domesticas,56.0,747.0,1.0,850.0,16.0,17.0,16.0
016711f78a6a87696645db0a6a834826,beleza_saude,14.0,1366.0,2.0,1150.0,27.0,22.0,39.0
94cc774056d3f2b0dc693486a589025e,fashion_bolsas_e_acessorios,29.0,99.0,3.0,150.0,20.0,20.0,20.0
b52e4724d5ae56c1e1503a363b388d2a,esporte_lazer,34.0,423.0,1.0,3000.0,93.0,11.0,18.0
772583ef39582ddf5068eba0296c24f7,esporte_lazer,39.0,271.0,6.0,3050.0,51.0,13.0,31.0
7868a64aa111bbb4f41f8e1146c0becb,moveis_decoracao,59.0,438.0,1.0,1200.0,30.0,5.0,20.0
c4baedd846ed09b85f78a781b522f126,ferramentas_jardim,58.0,1893.0,1.0,5950.0,20.0,20.0,20.0
64d33e6bd1b905a31c2f96f584e6a0c8,telefonia,60.0,818.0,6.0,350.0,17.0,4.0,12.0
c58a00c22983c35a40e549564aa0aafa,papelaria,59.0,200.0,3.0,6050.0,60.0,20.0,29.0
35afc973633aaeb6b877ff57b2793310,casa_conforto,56.0,176.0,1.0,1825.0,53.0,10.0,40.0
9091499533100191c6b89d09e43445e8,beleza_saude,51.0,191.0,4.0,50.0,19.0,11.0,23.0
05a9dadb8402b6b7ae3dd28f7da187b5,informatica_acessorios,59.0,3314.0,2.0,2950.0,20.0,20.0,20.0
53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0
7f72a8900b3d2fc8fa2635b7836d6e6e,brinquedos,38.0,571.0,1.0,147.0,14.0,10.0,12.0
9fb9a39f2e393018aaeb432394aff48f,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0
42a2c92a0979a949ca4ea89ec5c7b934,utilidades_domesticas,41.0,799.0,1.0,7000.0,26.0,47.0,27.0
fb55982be901439613a95940feefd9ee,papelaria,52.0,211.0,2.0,7000.0,60.0,20.0,30.0
cb9cc307a215ac435ec87b0f799e8dab,ferramentas_jardim,36.0,1049.0,1.0,5450.0,23.0,7.0,20.0
a9516a079e37a9c9c36b9b78b10169e8,moveis_escritorio,41.0,1141.0,1.0,8683.0,54.0,64.0,31.0
3fedaec688964ccf38949f271a51c888,papelaria,38.0,197.0,3.0,1200.0,40.0,15.0,30.0
4a1ccd2d546bbea7809a0cf98863eb50,malas_acessorios,43.0,1480.0,5.0,900.0,25.0,50.0,30.0
f35927953ed82e19d06ad3aac2f06353,livros_interesse_geral,39.0,724.0,1.0,450.0,20.0,20.0,20.0
d82b7dd1b80c3f47c767cbae71a9b3e3,instrumentos_musicais,42.0,175.0,1.0,350.0,36.0,3.0,11.0
386eebb43722ab502f04f7900bd2451b,beleza_saude,45.0,2231.0,3.0,117.0,15.0,4.0,12.0
